"","number","Assignees","City","Country","date","year"
"1093","6,008,267","Hydro-Quebec ","Montreal"," CA","       October 3",1997
"1094","6,008,267","Centre National de la Recherche Scientifique ","Paris"," FR","       October 3",1997
"1095","6,008,265","Hydro-Quebec ","Montreal"," CA","       October 3",1997
"1096","6,008,265","Centre National de la Recherche Scientifique ","Paris"," FR","       October 3",1997
"1097","6,936,185","Hydro-Quebec ","Montreal"," CA","       May 22",2002
"1098","6,680,042","Hydro-Quebec ","Montreal"," CA","       November 7",2000
"1099","6,572,836","Hydro-Quebec ","Montreal"," CA","       April 10",2000
"1100","5,872,074","Hydro-Quebec ","Montreal"," CA","       January 24",1997
"1101","5,837,030","Hydro-Quebec ","Montreal"," CA","       November 20",1996
"1102","5,705,049","Hydro-Quebec ","Montreal"," CA","       April 30",1996
"1103","5,679,235","Hydro-Quebec ","Montreal"," CA","       April 21",1995
"1104","5,409,581","Hydro-Quebec ","Montreal"," CA","       June 18",1993
"1105","4,652,289","Hydro-Quebec ","Montreal"," CA","       November 26",1984
"1106","7,906,235","Hydro-Quebec ","Montreal"," CA","       August 25",2004
"1107","6,468,414","Hydro-Quebec ","Montreal"," CA","       February 16",2001
"1108","5,296,107","Hydro-Quebec ","Montreal"," CA","       March 4",1992
"1109","7,674,560","Hydro-Quebec ","Montreal"," CA","       April 25",2006
"1110","7,427,369","Hydro-Quebec ","Montreal"," CA","       March 21",2007
"1111","7,034,082","Hydro-Quebec ","Montreal"," CA","       May 14",2003
"1112","6,903,174","Hydro-Quebec ","Montreal"," CA","       May 2",2003
"1113","6,855,788","Hydro-Quebec ","Montreal"," CA","       December 2",2002
"1114","6,649,703","Hydro-Quebec ","Montreal"," CA","       March 8",2002
"1115","6,063,883","Hydro-Quebec ","Montreal"," CA","       December 30",1997
"1116","5,731,096","Hydro-Quebec ","Montreal"," CA","       August 4",1995
"1117","5,622,792","Hydro-Quebec ","Montreal"," CA","       October 30",1995
"1118","5,486,435","Hydro-Quebec ","Montreal"," CA","       January 25",1994
"1119","5,380,605","Hydro-Quebec ","Montreal"," CA","       March 17",1994
"1120","6,517,590","Hydro-Quebec ","Montreal"," CA","       January 11",2000
"1121","6,019,801","Hydro-Quebec ","Montreal"," CA","       November 26",1997
"1122","5,837,401","Hydro-Quebec ","Montreal"," CA","       July 12",1994
"1123","4,639,309","Hydro-Quebec ","Montreal"," CA","       September 18",1985
"1124","7,201,789","Hydro-Quebec ","Montreal Quebec"," CA","       October 21",1998
"1125","7,253,317","Hydro-Quebec ","Montreal"," CA","       December 21",2001
"1126","6,492,449","Hydro-Quebec ","CA","CA","       May 7",2002
"1127","6,051,046","Hydro-Quabac ","Montreal"," CA","       May 29",1998
"1128","6,051,046","McGill University ","Montreal"," CA","       May 29",1998
"1129","7,285,260","Hydro Quebec ","Quebec"," CA","       September 21",2001
"1130","7,285,260","CNRS ","Paris"," FR","       September 21",2001
"1131","7,285,260","Universite de Montreal ","Quebec"," CA","       September 21",2001
"1132","6,080,381","Hydro Quebec ","Montreal"," CA","       March 15",1999
"1133","6,080,381","McGill University ","Montreal"," CA","       March 15",1999
"1134","5,882,623","Hydro Quebec ","Montreal"," CA","       May 13",1996
"1135","5,882,623","McGill University ","Montreal"," CA","       May 13",1996
"1136","5,098,579","Hydro Quebec ","Montreal"," CA","       April 23",1990
"1137","5,281,790","Hydro Quebec ","Montreal"," CA","       July 21",1992
"1138","6,974,551","Hydro Quebec ","Montreal"," CA","       November 12",2003
"1139","6,296,973","Hydro - Quebec ","Montreal"," CA","       September 11",1998
"1140","6,296,973","ACEP Inc ","Montreal"," CA","       September 11",1998
"1141","6,296,973","Centre National de la Rechecch Scientifique ","Paris"," FR","       September 11",1998
"1142","6,296,973","Universite de Montreal ","Montreal"," CA","       September 11",1998
"1143","6,316,225","Human Genome Sciences, Inc.","Rockville"," MD","       April 10",2000
"1144","6,316,225","McGill University ","Montreal"," CA","       April 10",2000
"1145","6,984,719","Hospital Sainte-Justine ","Montreal"," CA","       September 15",1999
"1146","7,442,763","Hopital Sainte-Justine ","Quebec"," CA","       June 4",2002
"1147","6,812,333","Hopital Sainte-Justine ","Montreal"," CA","       October 20",2000
"1148","6,812,333","McGill University ","Montreal"," CA","       October 20",2000
"1149","6,790,649","Hopital Sainte-Justine ","Montreal"," CA","       October 20",2000
"1150","6,790,649","McGill University ","Montreal"," CA","       October 20",2000
"1151","5,955,575","Hopital Sainte-Justine ","Montreal"," CA","       December 22",1997
"1152","6,074,821","Hopital Sainte-Justine ","Montreal"," CA","       October 27",1997
"1153","6,756,380","Hoffmann-La Roche Inc.","Nutley"," NJ","       May 22",2000
"1154","6,596,773","Hoffmann-La Roche Inc.","Nutley"," NJ","       January 17",2002
"1155","6,552,088","Hoffmann-La Roche Inc.","Nutley"," NJ","       June 21",2001
"1156","6,479,483","Hoffmann-La Roche Inc.","Nutley"," NJ","       July 10",2001
"1157","6,407,111","Hoffmann-La Roche Inc.","Nutley"," NJ","       February 16",2000
"1158","6,297,375","Hoffmann-La Roche Inc.","Nutley"," NJ","       February 22",2000
"1159","6,291,465","Hoffmann-La Roche Inc.","Nutley"," NJ","       February 25",2000
"1160","6,274,588","Hoffmann-La Roche Inc.","Nutley"," NJ","       May 22",2000
"1161","6,225,316","Hoffmann-La Roche Inc.","Nutley"," NJ","       February 16",2000
"1162","5,883,244","Her Majesty the Queen in right of Canada, as represented by the National Research Council of Canada ","Ottawa"," CA","       June 29",1993
"1163","5,037,758","Her Majesty the Queen in right of Canada, as represented by the National ","Ottowa"," CA","       January 11",1989
"1164","7,582,274","Her Majesty the Queen in right of Canada, as represented by the Minister of National Defence of her Majesty's Canadian Government ","Ottawa"," Ontario, CA","       May 21",2004
"1165","7,582,274","N/A ","N/A","N/A","       May 21",2004
"1166","7,056,479","Her Majesty the Queen in right of Canada, as represented by the Minister of National Defence ","Ottawa"," CA","       May 10",2001
"1167","7,056,479","N/A ","N/A","N/A","       May 10",2001
"1168","4,841,865","Her Majesty the Queen in right of Canada, as represented by the Minister ","Ottawa"," CA","       March 23",1988
"1169","5,010,006","Her Majesty the Queen in Right of Canada as represented by the National ","Ottawa"," CA","       August 11",1988
"1170","7,850,745","Her Majesty in Right of Canada as represented by the Minister of Agriculture and Agri-Food Canada ","Ottawa"," ON, CA","       December 1",2005
"1171","7,850,745","N/A ","N/A","N/A","       December 1",2005
"1172","5,395,923","Haemacure-Biotech, Inc.","Pointe-Claire"," CA","February 23",1993
"1173","5,981,254","Haemacure Corporation ","Quebec"," CA","       October 30",1997
"1174","6,699,484","Haemacure Corporation ","Montreal"," CA","       January 6",2003
"1175","6,503,527","Haemacure Corporation ","Montreal"," CA","       August 14",2000
"1176","5,290,918","Haemacure Biotech Inc.","Quebec"," CA","       February 23",1993
"1177","6,300,312","H&ocirc ;pital Sainte-Justine ","Montreal"," CA","       June 22",2000
"1178","6,300,139","H&ocirc ;pital Sainte-Justine ","Montreal"," CA","       August 13",1999
"1179","6,001,150","H.L. Blachford Ltd.","CA","CA","       September 25",1997
"1180","4,316,852","H. L.","Montreal"," CA","       March 13",1980
"1181","4,404,828","H. L.","Montreal"," CA","       August 1",1980
"1182","7,329,302","H. L. Blachford Ltd.","Quebec"," CA","       November 5",2004
"1183","3,994,845","H. L.","Montreal"," CA","       August 26",1974
"1184","4,106,932","H. L.","Montreal"," CA","       December 10",1976
"1185","4,002,474","H. L.","Montreal"," CA","       July 31",1975
"1186","6,923,873","Greensolv Environmental Products Inc.","Baie d'Urfe","Baie d'Urfe","       February 25",2004
"1187","5,625,044","Goudreau Gage Dubec & Martineau ","Montreal","Montreal","       December 16",1994
"1188","7,119,202","Glaxo Wellcome Inc.","Research Triangle Park"," NC","       June 6",1995
"1189","7,578,918","GL&V Canada Inc.","Montreal"," CA","       August 11",2004
"1190","7,828,953","GL & V Canada Inc.","Montreal"," Quebec, CA","       August 2",2004
"1191","8,338,441","Gilead Sciences, Inc.","Foster City"," CA","       May 11",2010
"1192","8,334,369","Genome Atlantic ","Halifax"," Nova Scotia, CA","       February 6",2008
"1193","4,879,421","General Electric Company ","Schenectady"," NY","       August 15",1988
"1194","7,709,477","Gemin X Pharmaceuticals Canada Inc.","Montreal"," CA","       July 18",2008
"1195","7,425,553","Gemin X Pharmaceuticals Canada inc.","Montreal"," CA","       May 28",2004
"1196","7,144,912","Gemin X Biotechnologies Inc.","Montreal"," CA","       July 18",2002
"1197","6,602,879","Gemin X Biotechnologies Inc.","Montreal"," CA","       April 4",2002
"1198","6,407,244","Gemin X Biotechnologies Inc.","Montreal"," CA","       January 26",2000
"1199","7,230,139","Gemin X Biotechnologies ","Montreal"," CA","       June 10",2004
"1200","7,217,844","Gemin X Biotechnologies ","Montreal"," CA","       December 1",2003
"1201","5,724,901","Gaz Metropolitan and Company Limited ","Montreal"," CA","       November 2",1995
"1202","6,479,244","Galileo Genomics (St.","St. Laurent"," CA","       April 23",2001
"1203","5,893,332","Furco Canada ","Montreal"," CA","       July 30",1997
"1204","7,063,849","Fondation Mondiale Recherche et Prevention Sida ","Paris"," FR","       August 4",2000
"1205","8,016,935","Ferrinov Inc.","Montreal"," QC, unknown","       June 19",2006
"1206","7,837,961","Exploration Orbite VSPA Inc.","Montreal"," Quebec, CA","       May 7",2008
"1207","7,960,529","Enobia Pharma Inc.","Montreal"," Quebec, CA","       June 3",2010
"1208","7,763,712","Enobia Pharma Inc.","Montreal"," Quebec, CA","       April 21",2005
"1209","7,425,531","Enobia Pharma Inc.","Montreal"," Quebec, CA","       December 20",2002
"1210","7,465,714","Enobia Pharma Inc.","Montreal"," Quebec, CA","       August 24",2005
"1211","7,365,091","Enobia Pharma ","Montreal"," Quebec, CA","       May 26",2006
"1212","7,105,539","Enobia Pharma ","Montreal"," CA","       December 3",2003
"1213","8,080,693","Enerkem, Inc.","Montreal"," CA","       February 20",2009
"1214","8,137,655","Enerkem Inc.","Sherbrooke"," Quebec, CA","       April 23",2009
"1215","8,192,647","Enerkem Inc.","Montreal"," Quebec, CA","       December 16",2009
"1216","4,043,987","Encoat Chemicals Limited ","Montreal"," CA","       April 11",1975
"1217","6,783,985","Elitra Pharmaceuticals Inc.","San Diego"," CA","       February 20",2001
"1218","6,912,470","Ecopia Biosciences, Inc.","Saint-Laurent"," CA","       May 21",2002
"1219","7,300,921","Ecopia Biosciences, Inc.","Saint Laurent"," CA","       September 10",2004
"1220","7,101,872","Ecopia BioSciences, Inc.","Quebec"," CA","       January 21",2004
"1221","7,291,490","Ecopia Biosciences Inc.","Saint Laurent"," CA","       July 7",2006
"1222","4,988,543","Ecole Polytechnique ","Montreal"," CA","       September 25",1989
"1223","5,011,776","Ecole Polytechnique ","Montreal"," CA","       September 20",1989
"1224","4,308,144","Eco-Research Limited ","Montreal"," CA","       April 14",1980
"1225","5,853,589","ECO Equipment Fep, Inc.","Quebec"," CA","       June 4",1997
"1226","6,121,366","ECI Medical Technologies Inc.","Bridgewater"," CA","       February 26",1998
"1227","RE39,299","Eastern Virginia Medical School of the Medical College of Hampton Roads ","Norfolk"," VA","       November 13",2000
"1228","RE39,299","McGill University ","Quebec"," CA","       November 13",2000
"1229","5,834,590","Eastern Virginia Medical School of the Medical College of Hampton Roads ","Norfolk"," VA","       February 22",1995
"1230","5,331,079","E.R.T. Environmental Research Technology K.S.P.W. Inc.","Montreal"," CA","March 31",1993
"1231","4,192,935","DuPont of Canada Limited ","Montreal"," CA","       January 2",1979
"1232","3,931,130","Du Pont of Canada, Ltd.","Montreal"," CA","       January 16",1974
"1233","4,154,728","Du Pont of Canada, Ltd.","Montreal"," CA","       December 6",1976
"1234","4,211,695","Du Pont of Canada, Limited ","Montreal"," CA","       January 26",1979
"1235","4,503,102","Du Pont of Canada, Inc.","Montreal"," CA","       June 2",1983
"1236","4,080,421","Du Pont of Canada Ltd.","Montreal"," CA","       January 27",1977
"1237","4,080,420","Du Pont of Canada Ltd.","Montreal"," CA","       January 27",1977
"1238","4,053,492","Du Pont of Canada Ltd.","Montreal"," CA","       February 2",1976
"1239","4,083,922","Du Pont of Canada Limited ","Montreal"," CA","       January 27",1977
"1240","4,083,920","Du Pont of Canada Limited ","Montreal"," CA","       January 27",1977
"1241","4,010,237","Du Pont of Canada Limited ","Montreal"," CA","       May 10",1976
"1242","4,195,034","Du Pont of Canada Limited ","Montreal"," CA","       November 22",1978
"1243","4,147,717","Du Pont of Canada Limited ","Montreal"," CA","       December 8",1977
"1244","4,146,555","Du Pont of Canada Limited ","Montreal"," CA","       December 8",1977
"1245","4,019,866","Du Pont of Canada Limited ","Montreal"," CA","       January 10",1975
"1246","3,998,914","Du Pont of Canada Limited ","Montreal"," CA","       September 24",1974
"1247","3,984,610","Du Pont of Canada Limited ","Montreal"," CA","       April 13",1972
"1248","3,968,318","Du Pont of Canada Limited ","Montreal"," CA","       February 25",1974
"1249","3,960,820","Du Pont of Canada Limited ","Montreal"," CA","       November 8",1974
"1250","4,211,801","Du Pont of Canada Limited ","Montreal"," CA","       September 28",1978
"1251","4,042,629","Du Pont of Canada ","Montreal"," CA","       June 4",1976
"1252","4,509,998","Du Pont Canada Inc.","Montreal"," CA","       December 27",1983
"1253","4,500,370","Du Pont Canada Inc.","Montreal"," CA","       December 27",1983
"1254","4,547,473","Du Pont Canada Inc.","Montreal"," CA","       October 27",1983
