number,Assignees,City,Country,date,year
"5,573,742",Martin Marietta Corporation ,East Windsor, NJ,       October 29,1987
"8,324,385","Madrigal Pharmaceuticals, Inc.",Fort Washington, PA,       October 20,2009
"9,896,417",Macrophage Pharma Limited ,Windsor," Berkshire, GB",15-Jun,2016
"8,440,874",Lummus Technology Inc.,Bloomfield, NJ,04-Sep,2009
"8,440,874",BASF Corporation ,Florham Park, NJ,04-Sep,2009
"9,023,753",Lummus Technology Inc.,Bloomfield, NJ,13-May,2013
"9,023,753",BASF Corporation ,Florham Park, NJ,13-May,2013
"6,451,927",Loctite Corporation ,Rocky Hill, CT,       April 13,2001
"6,444,021",Loctite Corporation ,Rocky Hill, CT,       April 13,2001
"4,665,147",Loctite Corporation ,Newington, CT,       September 24,1984
"4,504,629",Loctite Corporation ,Newington, CT,       July 20,1983
"4,503,208",Loctite Corporation ,Newington, CT,       January 30,1984
"4,675,346",Loctite Corporation ,Newington, CT,16-Jan,1984
"4,587,276",Loctite Corporation ,Newington, CT,       August 31,1983
"4,528,081",Loctite Corporation ,Newington, CT,       October 3,1983
"4,477,326",Loctite Corporation ,Newington, CT,       June 20,1983
"6,132,548",Loctite Corporation ,Hartford, CT,       December 30,1998
"5,902,838",Loctite Corporation ,Hartford, CT,       October 1,1996
"4,382,859","Litton Industrial Products, Inc.",East Hartford, CT,       January 11,1982
"5,149,744",Liquid Carbonic Inc.,Ontario, CA,28-Jun,1990
"10,030,034",Ligand Pharmaceuticals Incorporated ,San Diego, CA,26-Jan,2016
"9,266,874",LIGAND PHARMACEUTICALS INCORPORATED ,La Jolla, CA,20-Dec,2013
"6,808,887","LifeScan, Inc.",Milpitas, CA,       April 23,2001
"6,395,958","Lifescan, Inc.",Milpitas, CA,       July 18,2000
"8,093,267","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       December 1,2009
"7,846,945","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       March 4,2008
"7,781,577","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       September 27,2007
"7,649,098","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       January 25,2007
"7,300,949","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,       March 31,2005
"8,507,672","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,08-Aug,2008
"8,476,413","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,18-Aug,2010
"9,365,602","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,25-Jun,2013
"8,404,732","Lexicon Pharmaceuticals, Inc.",The Woodlands, TX,04-Jan,2012
"6,713,514","Lexicon Pharmaceuticals, Inc.",Princeton, NJ,       April 18,2000
"6,806,380","Lexicon Pharmaceuticals, Inc.",New Brunswick, NJ,       October 2,2002
"6,642,390","Lexicon Pharmaceuticals, Inc.",New Brunswick, NJ,       July 11,2002
"6,562,944",Lexicon Pharmaceuticals ,New Brunswick, NJ,       March 22,2000
"6,034,043","Lever Brothers Company, Division of Conopco, Inc.",New York, NY,       April 20,1999
"5,476,660","Lever Brothers Company, Division of Conopco, Inc.",New York, NY,       August 3,1994
"6,723,671",Lavipharm Laboratories Inc.,East Windsor, NJ,       April 13,2001
"8,084,526",Lanzess Inc.,Sarnia," Ontario, CA",       May 13,2010
"9,796,794","LANXSS, Inc.",Sarnia, CA,18-Dec,2013
"7,662,480","Lanxess, Inc.",Sarnia," Ontario, CA",       February 22,2007
"7,452,936","Lanxess, Inc.",Sarnia," Ontario, CA",       October 2,2003
"7,446,151","Lanxess, Inc.",Sarnia," Ontario, CA",       August 31,2007
"9,969,824","LANXESS, Inc.",Sarnia, CA,13-Dec,2013
"9,969,824",The University of Windsor ,Windsor, CA,13-Dec,2013
"9,931,291","LANXESS, Inc.",Sarnia, CA,13-Dec,2013
"9,931,291",The University of Windsor ,Windsor, CA,13-Dec,2013
"9,745,388","LANXESS, Inc.",Sarnia, CA,16-Dec,2013
"9,745,388",The University of Windsor ,Windsor, CA,16-Dec,2013
"9,815,929","LANXESS, Inc.",Sarnia, CA,12-Feb,2014
"9,850,324","LANXESS, Inc.",Sarnia, CA,11-Dec,2013
"9,850,331","LANXESS, Inc.",Sarnia, CA,28-Apr,2015
"9,714,304","LANXESS, Inc.",Sarnia, CA,28-Apr,2015
"7,081,502","Lanxess, Inc.",Sarnia, CA,       October 1,2003
"9,505,863",LANXESS INTERNATIONAL SA ,Granges-Paccot, CH,23-Mar,2011
"9,273,161",LANXESS INTERNATIONAL SA ,Granges-Paccot, CH,17-Jan,2011
"9,273,154",LANXESS INTERNATIONAL SA ,Granges-Paccot, CH,17-Jan,2011
"9,512,240",LANXESS INTERNATIONAL SA ,Granges-Paccot, CH,17-Sep,2009
"9,273,160",LANXESS INTERNATIONAL SA ,Granges-Paccot, CH,17-Jan,2011
"8,747,756",LANXESS International SA ,Granges-Paccot, CH,01-Jul,2010
"9,068,031",LANXESS INTERNATIONAL SA ,Granges Paccot, CH,29-Dec,2011
"9,062,185",LANXESS INTERNATIONAL SA ,Granges Paccot, CH,17-Jan,2011
"9,309,333",LANXESS International S.A.,Granges-Paccot, CH,09-Jul,2009
"7,238,736",LANXESS Inc.,Sarnia," Ontario, CA",       April 29,2004
"7,238,736",Queens University at Kingston ,Kingston," Ontario, CA",       April 29,2004
"7,629,418",LANXESS Inc.,Sarnia," Ontario, CA",       August 17,2006
"7,629,418",Queen's University at Kingston ,Kingston," Ontario, CA",       August 17,2006
"7,238,819",LANXESS Inc.,Sarnia," Ontario, CA",       January 21,2003
"8,084,548",LANXESS Inc.,Sarnia," Ontario, CA",       December 16,2008
"7,951,875",LANXESS Inc.,Sarnia," Ontario, CA",       June 1,2010
"7,897,695",LANXESS Inc.,Sarnia," Ontario, CA",       December 16,2008
"7,868,100",LANXESS Inc.,Sarnia," Ontario, CA",       June 25,2008
"7,851,577",LANXESS Inc.,Sarnia," Ontario, CA",       February 22,2007
"7,847,000",LANXESS Inc.,Sarnia," Ontario, CA",       October 21,2004
"7,803,883",LANXESS Inc.,Sarnia," Ontario, CA",       December 16,2008
"7,799,872",LANXESS Inc.,Sarnia," Ontario, CA",       December 16,2008
"7,772,328",LANXESS Inc.,Sarnia," Ontario, CA",       October 5,2007
"7,741,392",LANXESS Inc.,Sarnia," Ontario, CA",       February 23,2006
"7,741,391",LANXESS Inc.,Sarnia," Ontario, CA",       December 13,2005
"7,385,010",LANXESS Inc.,Sarnia," Ontario, CA",       March 9,2006
"7,919,563",Lanxess Inc.,Sarnia," Ontario, CA",       June 1,2010
"7,915,333",Lanxess Inc.,Sarnia," Ontario, CA",       October 5,2007
"7,649,033",Lanxess Inc.,Sarnia," Ontario, CA",       February 9,2004
"7,595,361",Lanxess Inc.,Sarnia," Ontario, CA",       December 3,2003
"7,585,920",Lanxess Inc.,Sarnia," Ontario, CA",       February 22,2005
"7,579,410",Lanxess Inc.,Sarnia," Ontario, CA",       February 22,2005
"7,402,633",Lanxess Inc.,Sarnia," Ontario, CA",       August 19,2005
"7,381,781",Lanxess Inc.,Sarnia," Ontario, CA",       December 4,2003
"7,345,128",Lanxess Inc.,Sarnia," Ontario, CA",       April 29,2004
"7,323,516",Lanxess Inc.,Sarnia," Ontario, CA",       December 6,2004
"7,291,667",Lanxess Inc.,Sarnia," Ontario, CA",       December 13,2004
"7,282,548",Lanxess Inc.,Sarnia," Ontario, CA",       February 11,2004
"7,279,518",Lanxess Inc.,Sarnia," Ontario, CA",       February 28,2002
"7,265,185",Lanxess Inc.,Sarnia," Ontario, CA",       April 9,2001
"7,262,244",Lanxess Inc.,Sarnia," Ontario, CA",       October 14,2003
"7,256,244",Lanxess Inc.,Sarnia," Ontario, CA",       December 3,2003
"7,235,601",Lanxess Inc.,Sarnia," Ontario, CA",       October 14,2003
"7,214,741",Lanxess Inc.,Sarnia," Ontario, CA",       August 10,2004
"8,394,896",Lanxess Inc.,Sarnia," Ontario, CA",06-Dec,2004
"7,931,873",LANXESS Inc.,Sarnia," ON, CA",       February 16,2005
"7,745,539",LANXESS Inc.,Sarnia," ON, CA",       August 26,2004
"8,198,379",LANXESS Inc.,Sarnia," On, CA",       August 2,2006
"8,026,325",Lanxess Inc.,Sarnia," ON, CA",       July 31,2007
"8,071,668",LANXESS Inc.,Sarnia, CA,       October 16,2008
"7,105,606",LANXESS Inc.,Sarnia, CA,       October 14,2003
"9,969,872",LANXESS Inc.,Sarnia, CA,08-Sep,2014
"8,329,108",Lanxess Inc.,Sarnia, CA,       December 16,2010
"7,148,303",Lanxess Inc.,Sarnia, CA,       February 16,2005
"7,345,115",Lanxess Inc.,Sarnia Ontario, CA,       March 9,2006
"7,960,491",LANXESS Inc.,Ontario, CA,       October 27,2009
"7,977,431",LANXESS Deutschland GmbH ,Leverkusen, DE,       September 23,2010
"7,825,193",LANXESS Deutschland GmbH ,Leverkusen, DE,       December 1,2006
"9,249,236",LANXESS Deutschland GmbH ,Cologne, DE,01-May,2013
"9,249,236",LANXESS International SA ,Granges-Paccot, CH,01-May,2013
"9,469,697",LANXESS Deutschland GmbH ,Cologne, DE,21-Mar,2011
"9,469,697",ARLANXEO Switzerland S.A.,Granges-Paccot, CH,21-Mar,2011
"8,975,361",LANXESS Deutschland GmbH ,Cologne, DE,23-Mar,2011
"6,033,690",Labatt Brewing Company Limited ,London, CA,       October 7,1997
"8,920,787",L'Oreal ,Paris, FR,29-Apr,2011
"8,962,740",Kraft Foods Group Brands LLC ,Northfield, IL,10-Sep,2012
"6,767,868","Kodak Polychrome Graphics, LLP ",Norwalk, CT,       January 27,2003
"6,309,792",Kodak Polychrome Graphics LLC ,Norwalk, CT,       October 17,2000
"7,794,994","Kemeta, LLC ",Mesa, AZ,       November 8,2002
"8,143,451",Kanata Chemical Technologies Inc.,Toronto," Ontario, CA",       October 4,2007
"4,134,842",Kamatics Corporation ,Bloomfield, CT,13-Sep,1977
"4,053,665",Kamatics Corporation ,Bloomfield, CT,27-Apr,1976
"4,048,370",Kamatics Corporation ,Bloomfield, CT,04-Aug,1975
"3,996,143",Kamatics Corporation ,Bloomfield, CT,03-Oct,1975
"7,364,551","Kamata, LLC ",Phoenix, AZ,       November 8,2002
"10,125,144","KADMON CORPORATION, LLC ",New York, NY,07-Oct,2014
"10,183,931","Kadmon Corporation, LLC ",New York, NY,10-Nov,2017
"9,815,820","Kadmon Corporation, LLC ",New York, NY,07-Oct,2013
"7,560,401",Johnson Matthey Public Limited Company ,London, GB,       April 20,2007
"6,365,742",Johnson Matthey Public Limited Company ,London, GB,       May 15,2000
"6,090,943",Johnson Matthey Public Limited Company ,London, GB,       June 30,1998
"9,304,230","Johnson & Johnson Vision Care, Inc.",Jacksonville, FL,15-Mar,2013
"4,681,538","Johnson & Johnson Dental Products, Company ",East Windsor, NJ,       December 9,1985
"4,551,099",Johnson & Johnson Dental Products Company ,East Windsor, NJ,18-Jul,1984
"4,515,634",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       October 17,1983
"4,481,036",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       March 9,1983
"4,455,383",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       April 4,1983
"4,595,598",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       April 23,1984
"4,557,691",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       August 20,1984
"4,540,576",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       January 24,1984
"4,525,256",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       July 1,1983
"4,261,879",Johnson & Johnson Dental Products Company ,East Windsor, NJ,       October 11,1979
"4,492,777",Johnson & Johnson Dental Products Co.,East Windsor, NJ,       November 26,1982
"8,546,338","Johnson & Johnson Consumer Companies, Inc.",Skillman, NJ,08-Dec,2010
"4,696,773",Johnson & Johnson Baby Products Company ,New Brunswick, NJ,       July 7,1986
"4,120,729",Johnson & Johnson ,New Brunswick, NJ,       October 27,1977
"4,381,320",Johnson & Johnson ,New Brunswick, NJ,       June 3,1981
"5,010,196",John Wyeth and Brothers Limited ,Maidenhead, GB2,       October 2,1990
"4,409,218",John Wyeth and Brother Limited ,Maidenhead, GB2,       March 11,1982
"4,387,230",John Wyeth and Brother Limited ,Maidenhead, GB2,       August 20,1981
"4,387,097",John Wyeth and Brother Limited ,Maidenhead, GB2,       March 11,1982
"4,889,936",John Wyeth & Brotyher Limited ,Maidenhead, GB2,       January 10,1989
"4,271,304","John Wyeth & Brother, Ltd.",Taplow, GB2,       May 9,1979
"5,629,432","John Wyeth & Brother, Ltd.",Maidenhead, GB2,       May 16,1995
"4,474,782","John Wyeth & Brother, Ltd.",Maidenhead, GB2,       February 24,1984
"4,076,820","John Wyeth & Brother, Limited ",Maidenhead, EN,       May 13,1976
"4,248,876",John Wyeth & Brother Ltd.,Taplow, GB2,       January 3,1978
"4,177,279",John Wyeth & Brother Ltd.,Taplow, GB2,       July 21,1975
"4,131,680",John Wyeth & Brother Ltd.,Taplow, GB,       September 23,1976
"4,812,574",John Wyeth & Brother Ltd.,Maidenhead, GB2,       December 23,1987
"4,812,574",American Home Products Corporation ,New York, NY,       December 23,1987
"4,451,465",John Wyeth & Brother Ltd.,Maidenhead, GB2,       June 22,1982
"4,426,387",John Wyeth & Brother Ltd.,Maidenhead, GB2,       April 7,1982
"6,175,012",John Wyeth & Brother Ltd.,Maidenhead, GB,       January 22,1998
"6,133,449",John Wyeth & Brother Ltd.,Maidenhead, GB,       January 22,1998
"4,427,676",John Wyeth & Brother Ltd.,Maidenhead, GB,       December 14,1981
"4,243,808",John Wyeth & Brother Limited ,Taplow, GB2,       June 22,1979
"4,235,915",John Wyeth & Brother Limited ,Taplow, GB2,       December 5,1977
"3,971,789",John Wyeth & Brother Limited ,Taplow, EN,23-Jan,1975
"3,971,787",John Wyeth & Brother Limited ,Taplow, EN,23-Jan,1975
"3,965,112",John Wyeth & Brother Limited ,Taplow, EN,       May 29,1975
"3,962,258",John Wyeth & Brother Limited ,Taplow, EN,       May 17,1974
"4,272,628",John Wyeth & Brother Limited ,Maidhead, GB2,       June 22,1979
"5,112,832",John Wyeth & Brother Limited ,Maidenhead, GB2,       August 8,1990
"5,026,854",John Wyeth & Brother Limited ,Maidenhead, GB2,       August 8,1990
"4,626,522",John Wyeth & Brother Limited ,Maidenhead, GB2,       September 18,1981
"4,467,091",John Wyeth & Brother Limited ,Maidenhead, GB2,       January 28,1983
"4,360,519",John Wyeth & Brother Limited ,Maidenhead, GB2,       October 3,1980
"4,357,333",John Wyeth & Brother Limited ,Maidenhead, GB2,       August 11,1980
"4,318,909",John Wyeth & Brother Limited ,Maidenhead, GB2,       December 8,1980
"4,296,029",John Wyeth & Brother Limited ,Maidenhead, GB2,       June 23,1980
"4,209,521",John Wyeth & Brother Limited ,Maidenhead, GB2,       November 8,1978
"4,197,239",John Wyeth & Brother Limited ,Maidenhead, GB2,       November 15,1978
"4,180,670",John Wyeth & Brother Limited ,Maidenhead, GB2,       January 30,1978
"4,126,683",John Wyeth & Brother Limited ,Maidenhead, GB2,       June 8,1977
"4,105,771",John Wyeth & Brother Limited ,Maidenhead, GB2,       June 9,1977
"6,395,902",John Wyeth & Brother Limited ,Maidenhead, GB,       July 12,2000
"4,197,241",John Wyeth & Brother Limited ,Maidenhead, GB,       November 15,1978
"4,073,906",John Wyeth & Brother Limited ,Maidenhead, EN,       November 5,1975
"4,073,790",John Wyeth & Brother Limited ,Maidenhead, EN,       February 12,1975
"4,061,758",John Wyeth & Brother Limited ,Maidenhead, EN,       February 24,1977
"4,061,641",John Wyeth & Brother Limited ,Maidenhead, EN,       July 15,1976
"4,061,640",John Wyeth & Brother Limited ,Maidenhead, EN,       July 29,1976
"4,046,767",John Wyeth & Brother Limited ,Maidenhead, EN,       June 16,1976
"4,045,566",John Wyeth & Brother Limited ,Maidenhead, EN,       April 14,1976
"4,045,444",John Wyeth & Brother Limited ,Maidenhead, EN,       April 20,1976
"4,038,401",John Wyeth & Brother Limited ,Maidenhead, EN,       February 11,1976
"4,034,098",John Wyeth & Brother Limited ,Maidenhead, EN,       November 24,1975
"4,029,801",John Wyeth & Brother Limited ,Maidenhead, EN,       April 2,1975
"4,028,365",John Wyeth & Brother Limited ,Maidenhead, EN,       November 15,1974
"4,028,352",John Wyeth & Brother Limited ,Maidenhead, EN,       April 20,1976
"4,024,147",John Wyeth & Brother Limited ,Maidenhead, EN,       April 18,1975
"4,022,764",John Wyeth & Brother Limited ,Maidenhead, EN,       January 27,1975
"4,021,550",John Wyeth & Brother Limited ,Maidenhead, EN,       June 7,1976
"3,998,842",John Wyeth & Brother Limited ,Maidenhead, EN,       July 22,1974
"3,996,207",John Wyeth & Brother Limited ,Maidenhead, EN,       May 29,1975
"3,992,544",John Wyeth & Brother Limited ,Maidenhead, EN,       April 15,1975
"3,992,389",John Wyeth & Brother Limited ,Maidenhead, EN,       April 2,1975
"3,989,709",John Wyeth & Brother Limited ,Maidenhead, EN,       November 5,1975
"3,976,645",John Wyeth & Brother Limited ,Maidenhead, EN,       December 9,1974
"3,969,528",John Wyeth & Brother Limited ,Maidenhead, EN,       April 8,1975
"3,957,819",John Wyeth & Brother Limited ,Maidenhead, EN,       December 9,1974
"3,933,829",John Wyeth & Brother Limited ,Maidenhead, EN,       August 22,1974
"3,931,244",John Wyeth & Brother Limited ,Maidenhead, EN,       May 13,1974
"3,931,226",John Wyeth & Brother Limited ,Maidenhead, EN,       April 8,1974
"3,971,782",John Wyeth & Brother ,Maidenhead, EN,       November 4,1975
"5,043,466",John Wyeth & Bro.,Maidenhead, GB2,       January 26,1990
"6,991,860",JDS Uniphase Corporation ,San Jose, CA,       April 14,2003
"6,933,048",JDS Uniphase Corporation ,San Jose, CA,       April 14,2003
"6,979,704",JDS Uniphase Corporation ,San Jose, CA,       October 29,2002
"7,258,915",JDS Uniphase Corporation ,Milpitas, CA,       August 14,2003
"7,238,424",JDS Uniphase Corporation ,Milpitas, CA,       December 19,2003
"7,235,300",JDS Uniphase Corporation ,Milpitas, CA,       July 29,2005
"7,157,021",JDS Uniphase Corporation ,Milpitas, CA,       July 29,2005
"10,251,864",JANSSEN PHARMACEUTICA NV ,Beerse, BE,05-Sep,2017
"8,263,781",Janssen Pharmaceutica NV ,Beerse, BE,       December 16,2010
"8,022,209",Janssen Pharmaceutica NV ,Beerse, BE,       September 11,2008
"9,012,412",Janssen Pharmaceutica NV ,Beerse, BE,07-Mar,2014
"8,748,624",Janssen Pharmaceutica NV ,Beerse, BE,23-May,2012
"8,445,690",Janssen Pharmaceutica NV ,Beerse, BE,16-Feb,2011
"8,426,604",Janssen Pharmaceutica NV ,Beerse, BE,16-Feb,2011
"8,399,681",Janssen Pharmaceutica NV ,Beerse, BE,03-Aug,2012
"8,796,256",Janssen Pharmaceutica NV ,Beerse, BE,24-May,2011
"7,622,579",Janssen Pharmaceutica NV ,BE,BE,       June 27,2005
"5,193,958",ITW Ltd.,Windsor, GB2,       October 25,1990
"5,296,521",Istituto Guido Donegani S.P.A.,Milan, IT,       June 3,1993
"5,296,521",Enichem Synthesis S.P.A.,Palermo, IT,       June 3,1993
"7,094,472","Ion Beam Applications, S.A.",Louvain-la-Neuve, BE,       October 17,2003
"7,094,472",Gammatron Pty LTD ,Pretoria, ZA,       October 17,2003
"5,078,769",International Partners in Glass Research ,Windsor, CT,       June 20,1990
"4,842,630",International Partners in Glass Research ,Windsor, CT,       May 18,1988
"6,120,923","International Fuel Cells, LLC ",South Windsor, CT,       December 23,1998
"6,129,835","International Fuel Cells, LLC ",South Windsor, CT,       December 28,1998
"5,976,373","International Fuel Cells, LLC ",South Windsor, CT,       April 15,1999
"5,916,438","International Fuel Cells, LLC ",South Windsor, CT,       July 1,1994
"6,284,206","International Fuel Cells, LLC (So.",So. Windsor, CT,       March 22,1999
"6,159,256","International Fuel Cells, LLC (So.",So. Windsor, CT,       November 12,1999
"6,156,084","International Fuel Cells, LLC (So.",So. Windsor, CT,       June 24,1998
"6,120,926","International Fuel Cells, LLC (So.",So. Windsor, CT,       November 10,1998
"6,117,578","International Fuel Cells, LLC (So.",So. Windsor, CT,       April 16,1998
"6,045,772","International Fuel Cells, LLC (So.",So. Windsor, CT,       August 19,1998
"5,853,674","International Fuel Cells, LLC (So.",So. Windsor, CT,       January 11,1996
"6,306,354","International Fuel Cells, LLC (S.",S. Windsor, CT,       May 17,1996
"6,258,330","International Fuel Cells, LLC (S.",S. Windsor, CT,       November 10,1998
"6,296,814","International Fuel Cells, L.L.C. (So.",So. Windsor, CT,       November 10,1998
"5,718,881","International Fuel Cells, Inc. (So.",So. Windsor, CT,       June 24,1996
"6,331,366",International Fuel Cells LLC ,South Windsor, CT,       June 23,1999
"6,277,509",International Fuel Cells LLC ,South Windsor, CT,       April 12,1999
"6,203,587",International Fuel Cells LLC (So.,So. Windsor, CT,       January 19,1999
