Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Gale; Mary Josephine ,Lambton Shore,CA,Innovator,external,individual,within,0.000388425,2,0.000454594,8.83E-08,2534.21795,0.000191211
 Gallezot; Jean-Dominique ,New Haven,CT,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,245.2338462,1.85E-05
 Gallo; Anthony A.,Olean,NY,Innovator,external,individual,outside,0.000388425,2,0.000196078,3.81E-08,81.6,6.16E-06
 Ganguly; Ashit K.,Upper Montclair,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
 Gao; Jason Z.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.00045458,8.83E-08,0,0
 Garbuzenko; Olga B.,Highland Park,NJ,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,0,0
 Garratt; Shaun ,Norwich,GB,Innovator,external,individual,outside,0.000388425,2,0.000454568,8.83E-08,346.1212655,2.61E-05
 Gaspar; Noel J.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.00045458,8.83E-08,0,0
 Gaul; Micheal ,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.000454607,8.83E-08,0,0
 Gavalas; Stephen J.,Manhasset,NY,Innovator,external,individual,outside,0.000388425,2,0.000454848,8.83E-08,352.530431,2.66E-05
 Genovese; Joseph E.,East Granby,CT,Innovator,external,individual,outside,0.000388425,2,0.00045459,8.83E-08,0,0
 Gerasyuto; Aleksey I.,Flemington,NJ,Innovator,external,individual,outside,0.000388425,2,0.00019497,3.79E-08,0,0
 Gerow; Gerald Keith ,Brights Grove,CA,Innovator,external,individual,within,0.000388425,2,0.00045458,8.83E-08,0,0
 Gillespie; David T.,Pearland,TX,Innovator,external,individual,outside,0.000388425,2,0.00019716,3.83E-08,0,0
 Ginzburg; Olya ,Bloomfield,NJ,Innovator,external,individual,outside,0.000388425,2,0.00019497,3.79E-08,0,0
 Girijavallabhan; Viyyoor Moopil ,Parsippany,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
 Girotra; Kapil ,Oosterbeek,NL,Innovator,external,individual,outside,0.000388425,2,0.00019425,3.77E-08,0,0
 Glander; Stefan ,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454502,8.83E-08,636.6041313,4.80E-05
 Goland; David B.,Sopot,PL,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,2.148148148,1.62E-07
 Gong; Saijun ,Bridgewater,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194363,3.77E-08,0,0
 Gonzalez; Inigo ,Paris,FR,Innovator,external,individual,outside,0.000388425,2,0.000454273,8.82E-08,0,0
 Gopalsamy; Ariamala ,Mahwah,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454721,8.83E-08,326.3333333,2.46E-05
 Gorbaty; Martin L.,Westfield,NJ,Innovator,external,individual,outside,0.000388425,2,0.00045458,8.83E-08,0,0
 Gordon; Eric M.,Palo Alto,CA,Innovator,external,individual,within,0.000388425,2,0.000454497,8.83E-08,0,0
 Gorham; David Scott ,Hollis,NH,Innovator,external,individual,outside,0.000388425,2,0.000196116,3.81E-08,2.982427056,2.25E-07
 Gorman; Michael E.,Suffield,CT,Innovator,external,individual,outside,0.000388425,2,0.000454369,8.82E-08,0,0
 Grasselli; Robert K.,Chagrin Falls,OH,Innovator,external,individual,outside,0.000388425,2,0.000194439,3.78E-08,0.8,6.04E-08
 Green; Bruce A.,New City,NY,Innovator,external,individual,outside,0.000388425,2,0.000454658,8.83E-08,2.353479853,1.78E-07
 Green; Michael ,Easton,PA,Innovator,external,individual,outside,0.000388425,2,0.000454724,8.83E-08,3752.092732,0.000283101
 Greenfield; Alexander Alexei ,Keansburg,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454894,8.83E-08,0,0
 Grieve; Robert B.,Windsor,CO,Innovator,internal,individual,outside,0.000388425,2,0.000196117,3.81E-08,99.2,7.48E-06
 Grosso; John A.,Princeton Junction,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454726,8.83E-08,5469.663896,0.000412695
 Gu; Henry H.,Bordentown,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,0,0
 Gu; Zhengxiang ,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,0,0
 Guaciaro; Michael Anthony ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454886,8.83E-08,0,0
 Gueorguieva; Deyzi ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.00019459,3.78E-08,2.666666667,2.01E-07
 Guillen-Castellanos; Sergio A.,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454567,8.83E-08,1313.264953,9.91E-05
 Guise-Zawacki; Lisa ,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.000454826,8.83E-08,36.01415567,2.72E-06
 Guo; Zhuyan ,Scotch Plains,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454838,8.83E-08,0,0
 Gurak; Nur R.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454925,8.84E-08,1464650.621,0.110510261
 Gygax; Scott E.,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.00019497,3.79E-08,0,0
 Hafez; Mahmoud M.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.00045458,8.83E-08,0,0
 Haldeman; Steven V.,Hampden,MA,Innovator,external,individual,outside,0.000388425,2,0.000194326,3.77E-08,0,0
 Hall; Ralph R.,Morristown,NJ,Innovator,external,individual,outside,0.000388425,2,0.00045458,8.83E-08,0,0
 Hang; Kenneth W.,Westchester,PA,Innovator,external,individual,outside,0.000388425,2,0.000196849,3.82E-08,156,1.18E-05
 Hannon; Robert ,Wappingers Falls,NY,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,2.148148148,1.62E-07
 Hanrahan; Paul R.,Farmington,CT,Innovator,external,individual,outside,0.000388425,2,0.000454364,8.82E-08,0,0
 Harrison; Daryll G.,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
 Hartz; Richard A.,Middletown,CT,Innovator,external,individual,outside,0.000388425,2,0.000454724,8.83E-08,3752.092732,0.000283101
 Hazlitt; Lonnie G.,Lake Jackson,TX,Innovator,external,individual,outside,0.000388425,2,0.00019716,3.83E-08,0,0
 He; Kan ,Montgomery,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194401,3.78E-08,8,6.04E-07
 He; Min ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194439,3.78E-08,0,0
 He; Zhen Min ,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454826,8.83E-08,36.01415567,2.72E-06
 Head; John Clifford ,Windsor,GB,Innovator,internal,individual,outside,0.000388425,2,0.000194477,3.78E-08,0,0
 Healy; Herbert C.,Hebron,CT,Innovator,external,individual,outside,0.000388425,2,0.000454369,8.82E-08,0,0
 Heck; Dale B.,West Deptford,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454581,8.83E-08,0,0
 Henderson; Harry E.,Edmonton,CA,Innovator,external,individual,within,0.000388425,2,0.000454581,8.83E-08,1180.8,8.91E-05
 Hendrata; Siska ,Edison,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
 Hennaux; Pierre ,Hamilton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454502,8.83E-08,12260.11111,0.000925045
" Henrie, II; Robert N.",Pennington,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454721,8.83E-08,326.3333333,2.46E-05
 Hentges; Peter F.,Fort Collins,CO,Innovator,external,individual,outside,0.000388425,2,0.000196116,3.81E-08,2.982427056,2.25E-07
 Herrington; Ronald M.,Brazoria,TX,Innovator,external,individual,outside,0.000388425,2,0.00019716,3.83E-08,14.6,1.10E-06
 Herron; Lester Wynn ,Hopewell Junction,NY,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,2.148148148,1.62E-07
 Hilborn; James Wallace ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194288,3.77E-08,0,0
 Ho; Kam W.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454717,8.83E-08,44915.50842,0.003388948
 Hobbs; Douglas Walsh ,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.000454826,8.83E-08,36.01415567,2.72E-06
 Hobbs; Vidyadhar M.,Somerville,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454826,8.83E-08,36.01415567,2.72E-06
 Holloway; M.,Lansdale,PA,Innovator,external,individual,outside,0.000388425,2,0.000454838,8.83E-08,72.9777621,5.51E-06
 Hopper; Allen T.,Katonah,NY,Innovator,external,individual,outside,0.000388425,2,0.000454602,8.83E-08,0.166666667,1.26E-08
 Hotte; Simon ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194363,3.77E-08,0.25,1.89E-08
 Hou; Chung-Jen ,Windsor,CT,Innovator,internal,individual,outside,0.000388425,2,0.000194363,3.77E-08,2,1.51E-07
 Hough; Lawrence ,Philadelphia,PA,Innovator,external,individual,outside,0.000388425,2,0.000454273,8.82E-08,0,0
 Hough; Lawrence Alan ,Philadelphia,PA,Innovator,external,individual,outside,0.000388425,2,0.000454502,8.83E-08,12260.11111,0.000925045
 Howland; David ,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.000455012,8.84E-08,362849.6667,0.027377595
 Howland; James William ,Littleton,CO,Innovator,external,individual,outside,0.000388425,2,0.000196116,3.81E-08,2.982427056,2.25E-07
 Hozer; Leszek ,Lawrenceville,NJ,Innovator,external,individual,outside,0.000388425,2,0.000196849,3.82E-08,8.3031234,6.26E-07
 Hsu; Chang S.,Bridgewater,NJ,Innovator,external,individual,outside,0.000388425,2,0.00045458,8.83E-08,0,0
 Hu; Xudong ,Plainsboro,NJ,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,0,0
 Huang; He ,Glastonbury,CT,Innovator,external,individual,outside,0.000388425,2,0.00045437,8.82E-08,0,0
 Huang; Yanting ,Pennington,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,0,0
 Huang; Yiyun ,Madison,CT,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,245.2338462,1.85E-05
 Huang; Yuhua ,Scotch Plains,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
 Hulet; Craig Allan ,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
" Hunt, III; Stephen Warren ",Dexter,MI,Innovator,external,individual,outside,0.000388425,2,0.000194401,3.78E-08,0,0
 Hunt; John T.,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454726,8.83E-08,5469.663896,0.000412695
 Hunter; Douglas L.,Lake Jackson,TX,Innovator,external,individual,outside,0.000388425,2,0.00019716,3.83E-08,14.6,1.10E-06
 Huntsinger; James E.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194326,3.77E-08,0,0
" Husson, Jr.; Frank D.",San Diego,CA,Innovator,external,individual,within,0.000388425,2,0.000196078,3.81E-08,81.6,6.16E-06
 Iwanowicz; Edwin J.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454722,8.83E-08,0,0
 Jaber; Isam ,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
 Jackson; John L.,Exmouth,EN,Innovator,external,individual,outside,0.000388425,2,0.000454662,8.83E-08,0,0
 Jackson; John Lambert ,Royston,EN,Innovator,external,individual,outside,0.000388425,2,0.000454662,8.83E-08,0,0
 Jacobsen; Jack S.,Ramsey,NJ,Innovator,external,individual,outside,0.000388425,2,0.000455012,8.84E-08,362849.6667,0.027377595
 James; Ray A.,Plainsboro,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454828,8.83E-08,78.21543195,5.90E-06
 James; Ray Anthony ,Bristol,PA,Innovator,external,individual,outside,0.000388425,2,0.000454826,8.83E-08,36.01415567,2.72E-06
 Jansen; Deborah S.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454581,8.83E-08,984.3333333,7.43E-05
 Jao; Edwin ,Warren,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
 Jaworowski; Mark R.,Glastonbury,CT,Innovator,external,individual,outside,0.000388425,2,0.000454361,8.82E-08,137.9739872,1.04E-05
 Jeon; Ingyu ,Fanwood,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,138.9689314,1.05E-05
 Ji; Tao ,Shanghai,CN,Innovator,external,individual,outside,0.000388425,2,0.000454838,8.83E-08,72.9777621,5.51E-06
 Jiang; Yueheng ,Whitehouse Station,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454848,8.83E-08,352.530431,2.66E-05
 Johansson; Anders H.,Yardley,PA,Innovator,external,individual,outside,0.000388425,2,0.000454499,8.83E-08,89.57937658,6.76E-06
 Johnson; Graham ,Sanbornton,NH,Innovator,external,individual,outside,0.000388425,2,0.000454646,8.83E-08,0.285714286,2.16E-08
 Johnson; Gregory M.,Poughkeepsie,NY,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,2.148148148,1.62E-07
 Johnson; Gregory Marvin ,Poughkeepsie,NY,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,2.148148148,1.62E-07
 Johnson; Jerry L.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454886,8.83E-08,0,0
 Jokiel; Patrick ,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454811,8.83E-08,1291.788085,9.75E-05
 Jones; James F.,Windsor,MA,Innovator,internal,individual,outside,0.000388425,2,0.000196848,3.82E-08,0,0
 Jordan; James L.,Guerneville,CA,Innovator,external,individual,within,0.000388425,2,0.000194326,3.77E-08,0,0
 Jubb; Gary A.,Worcestershire,GB,Innovator,external,individual,outside,0.000388425,2,0.000195198,3.79E-08,0,0
 Jubenville; Duncan B.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.00019425,3.77E-08,1,7.55E-08
 Judd; Amrit Kaur ,Belmont,CA,Innovator,external,individual,within,0.000388425,2,0.00019685,3.82E-08,247.9754977,1.87E-05
 Jurgens; Alex Roger ,Falmouth,CA,Innovator,external,individual,within,0.000388425,2,0.000194288,3.77E-08,0,0
 Kaeding; Warren W.,Westfield,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454581,8.83E-08,0,0
 Kajkowski; Eileen M.,Ringoes,NJ,Innovator,external,individual,outside,0.000388425,2,0.000455012,8.84E-08,362849.6667,0.027377595
 Kao; Thomas ,Vorhees,NJ,Innovator,external,individual,outside,0.000388425,2,0.000195084,3.79E-08,5.238095238,3.95E-07
 Kapoor; Akhilesh ,South Orange,NJ,Innovator,external,individual,outside,0.000388425,2,0.00019425,3.77E-08,0,0
 Karanewsky; Donald S.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454497,8.83E-08,0,0
 Karp; Gary ,Princeton Junction,NJ,Innovator,external,individual,outside,0.000388425,2,0.00019497,3.79E-08,0,0
 Kay; Thomas W.,Scott Depot,WV,Innovator,external,individual,outside,0.000388425,2,0.00019716,3.83E-08,0,0
 Kazemi; Niousha ,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
 Kemp; Scott Jeffrey ,San Diego,CA,Innovator,external,individual,within,0.000388425,2,0.000454822,8.83E-08,29.14067421,2.20E-06
" Kennedy, III; Thomas J.",Wilbraham,MA,Innovator,external,individual,outside,0.000388425,2,0.000194552,3.78E-08,0,0
 Kennedy; Scott D.,Pomfret Center,CT,Innovator,external,individual,outside,0.000388425,2,0.000195083,3.79E-08,0,0
 Kent; Eric G.,Ontario,CA,Innovator,external,individual,within,0.000388425,2,0.000454714,8.83E-08,3433.007038,0.000259026
 Kerrigan; John E.,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000196193,3.81E-08,0,0
 Kersey; Alan D.,South Glastonbury,CT,Innovator,external,individual,outside,0.000388425,2,0.000194477,3.78E-08,0,0
 Kershner; David L.,Tenafly,NJ,Innovator,external,individual,outside,0.000388425,2,0.00019459,3.78E-08,0.363636364,2.74E-08
 Kester; Robert Francis ,West Orange,NJ,Innovator,external,individual,outside,0.000388425,2,0.00045449,8.83E-08,11.875,8.96E-07
 Khandke; Lakshmi ,Nanuet,NY,Innovator,external,individual,outside,0.000388425,2,0.000454895,8.83E-08,8068.892857,0.000608811
 Khanna; Richie ,Somerset,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194856,3.78E-08,0,0
 Kim-Meade; Agnes S.,Fanwood,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454848,8.83E-08,352.530431,2.66E-05
 Kim; Ji-In ,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454894,8.83E-08,4916.666667,0.00037097
 Kim; Joonyoung ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454722,8.83E-08,245.2338462,1.85E-05
 Kimball; David ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000454724,8.83E-08,3752.092732,0.000283101
 Kimura; S.,Stamford,CT,Innovator,external,individual,outside,0.000388425,2,0.000454724,8.83E-08,3752.092732,0.000283101
 King; Christopher David ,Carlsbad,CA,Innovator,external,individual,within,0.000388425,2,0.000454722,8.83E-08,589.8333333,4.45E-05
 King; Douglas W.,Midland,MI,Innovator,external,individual,outside,0.000388425,2,0.000195503,3.80E-08,5.142857143,3.88E-07
 Kingsbury; Celia ,Cream Ridge,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454895,8.83E-08,9333.848392,0.000704254
 Kleindienst; Shane ,Succasunna,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454739,8.83E-08,588.8,4.44E-05
 Kloeppel; Andrew Arno ,Mahwah,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194818,3.78E-08,0.888888889,6.71E-08
 Kluender; Harold C.,West Haven,CT,Innovator,external,individual,outside,0.000388425,2,0.0004545,8.83E-08,1769.4,0.000133504
 Knauf; Thomas ,Dormagen,DE,Innovator,external,individual,outside,0.000388425,2,0.0004545,8.83E-08,5908,0.000445768
 Knauf; Thomas F.,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454498,8.83E-08,14.94190982,1.13E-06
 Knettig; Eva ,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454581,8.83E-08,5908,0.000445768
 Knowles; David B.,Apollo,PA,Innovator,external,individual,outside,0.000388425,2,0.000454487,8.83E-08,368.625,2.78E-05
 Koenig; Thomas ,Leverkusen,DE,Innovator,external,individual,outside,0.000388425,2,0.000454341,8.82E-08,11.036451,8.33E-07
 Kohn; Joachim B.,Highland Park,NJ,Innovator,external,individual,outside,0.000388425,2,0.000196193,3.81E-08,0,0
 Koran; Francois Andre ,Longmeadow,MA,Innovator,external,individual,outside,0.000388425,2,0.000194326,3.77E-08,0,0
" Kowalski, III; Stanley ",Wilbraham,MA,Innovator,external,individual,outside,0.000388425,2,0.000194552,3.78E-08,0,0
 Kozhich; Alexander T.,Princeton,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,0,0
 Kozlowski; Mark ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194552,3.78E-08,0.428571429,3.23E-08
 Krista; Rayner ,Strathroy,CA,Innovator,external,individual,within,0.000388425,2,0.000454566,8.83E-08,0,0
 Kriz; Pavel ,Sarnia,CA,Innovator,internal,individual,within,0.000388425,2,0.000454399,8.83E-08,0,0
" Krystek, Jr.",Ringoes,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454722,8.83E-08,0,0
 Krzywicki; Andrzej ,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
 Kuhn; David G.,Newtown,PA,Innovator,external,individual,outside,0.000388425,2,0.000455009,8.84E-08,544806.25,0.041106514
 Kumar; Chandrika ,Windsor,CA,Innovator,internal,individual,within,0.000388425,2,0.000194515,3.78E-08,2,1.51E-07
 Kumar; Shiv ,Belle Mead,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194401,3.78E-08,0.2,1.51E-08
 Kuo; Shen-Chun ,Union,NJ,Innovator,external,individual,outside,0.000388425,2,0.000194363,3.77E-08,0.25,1.89E-08
 Kurman; Eric ,Healdsburg,CA,Innovator,external,individual,within,0.000388425,2,0.000194552,3.78E-08,0.428571429,3.23E-08
 Kwok; Daw-long ,Gillette,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454822,8.83E-08,138.9689314,1.05E-05
 Kwon; Soojin ,Haworth,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454724,8.83E-08,3752.092732,0.000283101
 Kwong; Raymond ,Plainsboro,NJ,Innovator,external,individual,outside,0.000388425,2,0.000454487,8.83E-08,368.625,2.78E-05
 Lacombe; Yves ,Calgary,CA,Innovator,external,individual,within,0.000388425,2,0.000454485,8.83E-08,55.98076923,4.22E-06
